,repo_name,sha,message
215,mondedie-chat,b59dbdaa53ffb021ab30981b580128e01a80dd11,"refactor(docker): anonymize docker and del duplicate in Dockerfile
"
216,node-vault,c81353ead66ffb5403dfaca70d125917f3c05695,"refactor examples and dockerize tests
"
217,openpitrix,bc8993bf2c095313c504284bc595e90a2fa3b2fa,"Refactor: redesign 1. use dbr as database client 2. refactor logger with log module 3. refactor grpc server 4. add config_loader 5. redesign services 6. refactor docker_compose 7. add db_ctrl 8. add app e2e code
"
218,openpitrix,ef238746d524d47599896fc8481cd8f586f178fb,"refactor: keep docker container started by docker-compose the same with normal docker container
"
219,OrdinglcDocker,3f256e7b4e7e9b8ae74b2f922f4575c9587b3688,"docker-compose refactoring
"
220,OrdinglcDocker,c12c7d6ef54e3c7fe5ba9628d2bb5a17f13e6aeb,"docker-compose refactoring
"
221,OrdinglcDocker,0eb6d13dfe9d3017ca450e82421fb00572fe495d,"docker-compose refactoring
"
222,OrdinglcDocker,412c73d6b566703b22729167104d07f6df01e31c,"refactoring aspnet_web folder and dockerfile
"
223,OrdinglcDocker,4371b14b50374979d579586f1686bf4799d9e3e0,"aspnet_web: refactoring deploy docker
"
224,OrdinglcDocker,05e8b2a5d2885a416d836ea6eb3d2ce479a01fda,"docker-compose refactoring
"
225,OrdinglcDocker,801f0d55afa47c77a981ab29be5d1c97a05cb136,"refactoring docker-compose
"
226,OrdinglcDocker,d6b383bda0d0dabff1f4ea1b57acd39a4371f673,"docker-compose refactoring
"
227,OrdinglcDocker,83ead108285fe883945656f23a2dd90e5bcdf408,"docker-compose refactoring
"
228,OrdinglcDocker,1a1c534c7e866abf4f4c29e247ec70e201dc0cf8,"""refactoring node_processing"
229,OrdinglcDocker,1cf2a24f9f5d656f4e793dc856810e594215b058,"docker-compose refactoring
"
230,OrdinglcDocker,b8b116f37b0b9d3f216412d86714370306431180,"refactoring docker-compose
"
231,pipeline,cadbb20868ee94b6d7257891f4f2153ba87fd25f,"""added openjdk-1.8"
232,pipeline,10b77d19bb186f3b1f0b35b57e99bc66ca9c88f5,"""added openjdk-1.8"
233,rdrf,f7d2b4d1643254297a22554a1c3d7a3b20cc50e8,"docker-compose: refactor with common operations into docker-compose-common.yml
"
234,rdrf,a27071e91d6dbdf6898cac1d1ccd6c0a4c8788b0,"docker-compose: correct selenium refactor
"
235,rdrf,43c2494fe8532670de2d894c5f2c21ec26e1c7b1,"docker-compose: refactor selenium for docker-compose 1.5
"
236,repairnator,a3f56b84c51e70241900f64958875b3ec42c4044,"refactor: move docker test cases to other repository (#1059)
"
237,repairnator,baa4b4aa8f43b4cf8abc0e7063cd3a7f82f4ef50,"""refactor: merge dockerpool into """"core"""" to prepare release (#953)""
"
238,repairnator,3244c5346e49c0109e95d59e45bf4eefa4a45041,"refactoring to launch repairnator using docker images (#111)
"
239,stafli.stack.php,968a5ecda35db4598154b2f37718cf0c3d88dc02,"""Likewise with the upstream project"
240,storer,1e8362066db59cc025b0268ba4dee0f9573cfb0e,"refactoring; delete unneeded expressions from docker-compose.yml
"
241,storer,74c7a87f6cc6400dc177a729d057aadac011c01d,"refactoring; tidy docker-compose.yml .env vars
"
242,storer,dcbbe219df8fc94a4c63485e1b0dd7c3bb6f1552,"refactoring; move test-only settings into docker-compose.test.yml
"
243,storer,a02954bc55a60bb7892d37f11e9ce6b1bbbf7cb9,"refactoring; dropped coverage-data-containers - you can't [docker cp] out of a tmpfs but you can tar-pipe tmpfs out
"
244,storer,77dcfd36e865e35fd4d1327deda13f9aefdfaf78,"refactoring; use simpler tar-pipe to put git-kata into storer for tests; use tmpfs/readonly settings in docker-compose.yml to match those in commander; use CYBER_DOJO_KATAS_ROOT=/usr/src/cyber-dojo/katas to match commander
"
245,storer,d707c9bab52fbc69f3223a3eb211d0cc142f52c2,"refactoring; base client/server Dockerfiles off docker:latest so they build faster and to allow server to manage its own data-container
"
246,storer,c8596a078bcbdb8ffd13f713ca998f1704b173e7,"refactored Dockerfile so it is based FROM docker:latest image (docker outside-of docker) - intention is to make storer responsible for initial creation of the katas-data-container
"
247,storer,6eada435f08fa28b1f7adc1baa60ced2f52fb854,"refactoring; use terser array notation in docker-compose.yml
"
248,stroom,b5bf4287d1e3aca9a1bc381dc08168730cdc0888,"""Big dockerfile refactor"
